|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  681 |               3.36 |  0.9164421535131314 |           3.0 |          1 |          5 |          300 |            4 |  1.2933270113414195 |   294.4033333333333 |  175.89851700104262 |    0.07162986434562675 |  0.7805704327176365 |  0.6130980876721452 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  682 |  2.769230769230769 |  1.0919284281983377 |           3.0 |          1 |          5 |           13 |            4 |   1.303875529336385 |  321.38461538461536 |  180.85424078593348 |   -0.20862030906737836 |  1.0758453323282426 |  0.8893067793762592 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  683 |  3.786764705882353 |  0.8726977181072159 |           4.0 |          1 |          5 |          136 |            4 |  1.1964882120916618 |  378.54411764705884 |  168.21321864854906 |    0.23230009707225285 |  0.7688731268032578 |  0.6289516730935024 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  684 |  4.193548387096774 |  0.6010743070375286 |           4.0 |          3 |          5 |           31 |            2 |  0.8851098281563504 |  442.93548387096774 |  194.70506507431028 |     0.5468031622722749 |  0.5243230106685428 |  0.6669895305814458 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  685 | 3.4454976303317535 |  0.9564896702422208 |           4.0 |          0 |          5 |          211 |            5 |  1.2808669415726468 |   273.7203791469194 |  168.80378158664215 |   0.015377826492577129 |   0.937100146861255 |  0.6795882708782323 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  686 |  3.387323943661972 |   1.248253199613212 |           4.0 |          1 |          5 |          142 |            4 |  1.5433046072911936 |  354.88732394366195 |   189.5339973467418 |   0.022148037746794365 |  1.1903834061681529 |  0.9902218469883299 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  687 | 1.8944723618090453 |  1.9158877463347133 |           1.0 |          0 |          5 |          199 |            5 |  1.6069977175957795 |   329.5678391959799 |   168.2846139244203 |    -1.3441193809317857 |  1.8522452444357307 |  1.9706280423756584 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  688 | 3.4285714285714284 |  0.6302480016263493 |           3.5 |          2 |          4 |           42 |            2 |  0.8982053397041498 |   443.1904761904762 |   182.8885090331076 |     0.0125934766911265 |  0.5489188296205526 | 0.42859374654553695 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  689 | 3.6129032258064515 |  0.7437513491047275 |           4.0 |          1 |          5 |          217 |            4 |  1.0657646677880774 |  355.01382488479265 |  162.67279927142866 |    0.20255871533285838 |  0.6711013909259069 |  0.5554516932529133 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  690 | 2.9775280898876404 |  0.9141391318141051 |           3.0 |          0 |          5 |          178 |            5 |  1.3043225971501105 |   330.0168539325843 |  181.17137608063348 |   -0.40689526967189077 |  0.8820605664926626 |  0.7524605947817339 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  691 |  3.895348837209302 |  0.5536843391944731 |           4.0 |          3 |          5 |           86 |            2 |  0.8220633191768288 |   401.0232558139535 |   187.1105981054857 |    0.28028612131711816 |  0.5224268053574825 |     0.4730949220511 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  692 | 3.7388059701492535 |  0.8219644951226819 |           4.0 |          1 |          5 |          134 |            4 |  1.1281197661893871 |   348.2014925373134 |  174.99666075657294 |     0.4816711333272492 |  0.7899139433607435 |  0.7898549874072057 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  693 |  3.548076923076923 |   1.050934006152398 |           3.5 |          1 |          5 |          104 |            4 |  1.4089425773406532 |  321.41346153846155 |  166.47741679418425 |    0.30395149416096184 |  0.9945397654789133 |  0.8499551795379563 |     1 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  694 |  3.446280991735537 |  0.8589331723568175 |           4.0 |          1 |          5 |          242 |            4 |    1.24472195174494 |   310.0330578512397 |  177.49468737929092 |    0.15319866696611048 |  0.6902943051148343 |  0.5674736250846718 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  695 |  3.760869565217391 |  0.8990064295579167 |           4.0 |          1 |          5 |           46 |            4 |  1.2538451270034923 |   444.6304347826087 |   194.5923783702917 |    0.12348571436364071 |  0.8559326351208209 |  0.6416996556376854 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  696 | 4.1265822784810124 |  0.6673154908267199 |           4.0 |          1 |          5 |           79 |            4 |  0.8644521997693917 |   400.7848101265823 |   182.4654987329059 |    0.48274777990979184 |  0.5918820239494317 |  0.5982969196884856 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  697 | 3.3806818181818183 |  0.8123838578329412 |           3.5 |          0 |          5 |          176 |            5 |  1.1478372380867718 |              353.25 |  172.45337258020126 |   -0.07502901316993649 |   0.736748420761029 |  0.5661879940622563 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  698 |  3.157142857142857 |  1.0163263524372401 |           3.0 |          1 |          5 |           70 |            4 |  1.4066548346781473 |   354.8857142857143 |  177.91762813632693 |   -0.18948188179532147 |  0.9929981856372275 |  0.7984187453320604 |     1 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  699 | 3.2544378698224854 |  0.7239901488972051 |           3.0 |          1 |          4 |          169 |            3 |   1.029472793176449 |  342.81065088757396 |  166.89938409021423 |   -0.17517304609974954 |  0.5671443544254495 |  0.4735825627674814 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  700 | 2.5634920634920637 |  1.5069350004410575 |           3.0 |          0 |          5 |          252 |            5 |  1.6572030577874184 |    294.515873015873 |  181.55653841014336 |    -0.8804900836125474 |  1.5151803125005392 |   1.383400710629787 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  701 | 3.3732251521298173 |  0.9031635591910455 |           3.0 |          0 |          5 |          493 |            5 |  1.2938137754982915 |  240.39350912778906 |  168.10661093695808 |    0.01790309405468198 |  0.8244099775479469 |  0.6478712822895033 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  702 |  3.792626728110599 |  0.9120291854009068 |           4.0 |          1 |          5 |          217 |            4 |  1.2695322485137508 |   304.1889400921659 |  169.71101872628105 |       0.37448678992763 |  0.7569023097668763 |  0.7041739697629432 |     1 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  703 | 3.1056603773584905 |   1.304191246889036 |           3.0 |          0 |          5 |          265 |            5 |  1.6303233167799271 |  317.69056603773583 |  174.38824486914828 |    -0.2120841429816977 |  1.2797343622743345 |    1.08694396037459 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  704 | 3.6083916083916083 |  1.0431730611832613 |           4.0 |          0 |          5 |          286 |            5 |   1.302466029176367 |  298.55944055944053 |  164.61325743875614 |    0.33044888696543934 |  0.9190612179941562 |  0.7762939285350824 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  705 |  4.004524886877828 |   0.844757832735949 |           4.0 |          1 |          5 |          221 |            4 |  1.1891064916596306 |  284.18552036199094 |  182.36710470996726 |     0.6186444073845744 |  0.6568295998573744 |  0.7612361811217992 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  706 | 3.4144144144144146 |  1.0250048645356369 |           3.0 |          0 |          5 |          333 |            5 |   1.327988231827943 |   274.2162162162162 |  179.31590580199978 |    0.21725434865494447 |   1.076486239005125 |  0.8270907954649784 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  707 |  3.739130434782609 |  0.9153931745603201 |           4.0 |          2 |          5 |           23 |            3 |  1.2733256871159515 |   302.4347826086956 |  161.63253106603952 |      0.075859187635069 |  0.7917441630993028 |  0.6806574704273227 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  708 |                4.0 |  1.1420804814403214 |           4.0 |          0 |          5 |           24 |            5 |  1.1948358322553436 |   339.2083333333333 |  209.36362774653196 |    0.41011447231499004 |   0.787709917516722 |  0.7452226733987565 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  709 | 3.7413793103448274 |   0.576657379327997 |           4.0 |          2 |          5 |          116 |            3 |   0.863399739387837 |   425.1810344827586 |   160.1824285612816 |    0.21781785485528826 |  0.5387452084585695 | 0.48047897260420586 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  710 | 3.8493150684931505 |  0.8767242198584762 |           4.0 |          1 |          5 |           73 |            4 |  1.2097582298503111 |  431.36986301369865 |  165.12920083388198 |    0.24589614636182452 |   0.789459518707762 |   0.661221744924076 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  711 |  3.347826086956522 |  1.0957952652877772 |           4.0 |          0 |          5 |           69 |            5 |  1.3274492673592908 |   371.5507246376812 |  181.76581056175843 |   -0.15141167041413706 |  0.9260922210663157 |  0.7094734213861046 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  712 |  4.405797101449275 |   0.623595427983365 |           4.0 |          2 |          5 |          138 |            3 |  0.8961542929121321 |   413.7391304347826 |   167.1717637749207 |     0.7636423872198742 |  0.5592289381408139 |  0.8252663574378514 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  713 | 3.6538461538461537 | 0.48516452403758387 |           4.0 |          3 |          4 |           26 |            1 |  0.6450331516760341 |  479.46153846153845 |  169.69389635911617 |  -0.023282967712986605 | 0.48940517800487177 | 0.40953871247477314 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  714 | 3.1515151515151514 |  0.8292083725759024 |           3.0 |          1 |          5 |          198 |            4 |  1.1671973566740423 |  334.62626262626264 |  179.03552016111817 |    -0.3103050307851662 |  0.8367587611476004 |  0.6650771310440433 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  715 |                3.2 |  1.9235384061671346 |           4.0 |          0 |          5 |            5 |            5 |  1.3321790402101223 |               131.8 |   94.04626521026766 |    0.11454112655910889 |  2.0853088962833275 |   1.538541126559109 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  716 | 2.3684210526315788 |  1.8918106058538346 |           2.0 |          0 |          5 |           19 |            5 |   1.736195323329677 |   308.5263157894737 |   206.0257180335214 |     -0.680981354348231 |  1.9173421848132715 |  1.8149963697557288 |     1 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  717 |  2.839622641509434 |  0.8103219470516382 |           3.0 |          0 |          5 |          212 |            5 |   1.188260011467371 |  321.58490566037733 |  163.04041704738842 |    -0.5793189236846543 |  0.6584986673882122 |  0.6973490394510964 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  718 |            3.41875 |  1.1572678462328971 |           4.0 |          1 |          5 |          160 |            4 |  1.4637077731262433 |              306.95 |  185.65419941656666 |  -0.008467160759568715 |  1.2197885012584573 |  0.9792815820511491 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  719 | 3.5555555555555554 |  0.6156987634551992 |           3.5 |          3 |          5 |           18 |            2 |  0.8675632284814613 |   458.3888888888889 |  141.85748394650875 |    0.31466252717162846 |   0.664097023718998 |  0.5628301730754777 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  720 |  2.526315789473684 |  1.7438278792686566 |           2.0 |          0 |          5 |           19 |            5 |  1.7361953233296772 |   458.4736842105263 |  154.43818195894315 |    -1.1110624717970312 |  1.7127400984704793 |   1.670458605249515 |     1 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  721 | 3.6683673469387754 |  0.6996111650859534 |           4.0 |          2 |          5 |          196 |            3 |  1.0174302594999938 |   311.2755102040816 |  175.52437368111762 |    0.26938751855172655 |  0.7060618940146149 |  0.6275308911466321 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  722 |  3.341614906832298 |  0.8618287450652291 |           3.0 |          1 |          5 |          322 |            4 |  1.2515494186372325 |   315.2919254658385 |  162.34877035807654 |      0.077322785897281 |  0.7644287508303281 |  0.6193729793961615 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  723 | 3.9065420560747666 |  0.6663433060491322 |           4.0 |          3 |          5 |          107 |            2 |  0.9889911815253869 |   349.9906542056075 |   185.1872838520814 |     0.5375499697098789 |  0.6408203743733529 |  0.6863016711041892 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  724 | 3.9183673469387754 |   0.731343931114651 |           4.0 |          2 |          5 |           49 |            3 |  1.0634954854008392 |   372.9183673469388 |  145.63164673453448 |    0.41055969001721687 |  0.6946241506884908 |  0.6684761016999256 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  725 | 3.7259615384615383 |  0.7066960880268155 |           4.0 |          1 |          5 |          208 |            4 |  1.0558592196722603 |            352.1875 |  159.40641231594049 |    0.35374134060175433 |  0.6189482105047971 |  0.5820818890860486 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  726 |  3.736842105263158 |  0.7682613903547243 |           4.0 |          2 |          5 |           57 |            3 |  1.1086901298927723 |  343.89473684210526 |  201.73069780301222 |     0.3564383092235976 |  0.7656852204380284 |  0.6551350468506567 |     1 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  727 | 3.6546762589928057 |   0.831553724861377 |           4.0 |          1 |          5 |          139 |            4 |  1.1748192223335543 |   372.3956834532374 |  167.33601614737032 |    0.31178221841309145 |  0.7049031787277815 |  0.6081148268463387 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  728 |  3.978723404255319 |  0.7658289541725546 |           4.0 |          3 |          5 |           47 |            2 |  1.0798116499506243 |   451.3191489361702 |  183.92651018025117 |     0.5329476736022415 |   0.688430133909555 |  0.6884542474163595 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  729 | 4.0754716981132075 |  0.9970930171054869 |           4.0 |          1 |          5 |           53 |            4 |  1.2501848070571848 |   436.2830188679245 |  160.70976914426666 |     0.5339343711808814 |  0.9122761536931088 |  0.8774832001033795 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  730 |  3.210526315789474 |  0.7387772277594716 |           3.0 |          1 |          5 |          228 |            4 |  1.1125299711331795 |  354.89912280701753 |  153.11198688496438 |   -0.17802662296427818 |  0.5597229986686969 |  0.4778340566367099 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  731 | 3.3914373088685017 |  0.7219095852519377 |           3.0 |          1 |          5 |          327 |            4 |   1.087960236200003 |   296.1467889908257 |  168.20959896641767 |   0.040713967069774704 |  0.5267574202798604 |  0.4216189506705475 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  732 |  3.814814814814815 |   1.232188489968241 |           4.0 |          0 |          5 |          162 |            5 |  1.4534729305867873 |               326.0 |   181.7847679629788 |     0.2300127172037846 |  1.0990018084400104 |  0.9338130391442339 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  733 |  3.435483870967742 |  0.8222513624277422 |           3.5 |          1 |          5 |           62 |            4 |  1.1988017790722612 |   448.7258064516129 |  176.33204234958274 |    -0.2042065425145748 |  0.8222894476294527 |  0.6402364308036828 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  734 |  3.210762331838565 |  1.0550055941177576 |           3.0 |          0 |          5 |          223 |            5 |  1.4394142940706696 |   283.4080717488789 |  179.35221105475415 |    -0.2059782310686686 |  1.0029315396179967 |  0.8263400923919293 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  735 | 3.6956521739130435 |  0.7535084180428119 |           4.0 |          2 |          5 |           69 |            3 |  1.0953506140647251 |   423.3188405797101 |  204.44893600586457 |      0.159108777112458 |  0.6578869374537383 |  0.5094776836650453 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  736 |  2.836272040302267 |  1.0687924870397643 |           3.0 |          0 |          5 |          397 |            5 |  1.4704664514146493 |   282.3828715365239 |  165.71583170473494 |   -0.38236605591942374 |  0.9020262680175573 |  0.7762821790898083 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  737 |  3.606060606060606 |  0.6989836110940576 |           4.0 |          2 |          5 |           66 |            3 |  1.0053172991265256 |   415.6212121212121 |  160.58209164943693 |    0.17876722383041244 |  0.6910972505910764 |  0.5679579149076673 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  738 |  4.130890052356021 |  0.7804443696790192 |           4.0 |          2 |          5 |          191 |            3 |    1.11809624856346 |    317.565445026178 |  174.80775804681423 |     0.7002573031286725 |  0.6459426950876253 |  0.8161870901868287 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  739 |  3.800632911392405 |  0.9196960737073779 |           4.0 |          1 |          5 |          316 |            4 |  1.2875377938819086 |   298.9240506329114 |  173.15034459229116 |     0.6348912389949497 |  0.9218849855925177 |  0.9245599869912745 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  740 | 3.9074074074074074 |  1.0724854271021529 |           4.0 |          1 |          5 |          108 |            4 |   1.343425856150919 |  366.23148148148147 |  178.85396363532197 |    0.49996702808146504 |  0.9507619877294022 |  0.9264617088159874 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  741 |  3.710059171597633 |  0.8890635101326055 |           4.0 |          0 |          5 |          169 |            5 |    1.25298673473412 |   406.1183431952663 |  149.95407299157458 |     0.3030896370145623 |  0.8490166685799156 |  0.7335588559167352 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  742 |  4.181818181818182 |  0.6030226891555275 |           4.0 |          3 |          5 |           11 |            2 |  0.8599672810355049 |   567.8181818181819 |  239.52111313277507 |      0.395382050173992 |  0.5154665593549586 |  0.4927362707210849 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  743 |  4.087719298245614 |  0.8920422346340598 |           4.0 |          1 |          5 |           57 |            4 |  1.1895954405679374 |   412.5964912280702 |  174.86227842516547 |     0.5533577665170798 |   0.732508651339403 |  0.7934287737160802 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  744 | 3.5194805194805197 |  0.7541183351645184 |           3.0 |          2 |          5 |           77 |            3 |  1.0827933199278037 |  399.76623376623377 |  170.07760582373598 |    0.18261958882079232 |   0.650558821544173 |  0.5157251592435504 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  745 |  2.403954802259887 |  0.9539458285687551 |           2.0 |          0 |          4 |          354 |            4 |   1.347346048354061 |  306.42937853107344 |  159.28175131381394 |    -0.8320271610586873 |  0.8065317668971995 |  0.9556415573716427 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  746 | 2.5454545454545454 |  1.6972571455680538 |           2.0 |          0 |          5 |           33 |            5 |  1.7129640527397219 |   441.7878787878788 |   167.2650885525274 |    -1.0874275133955833 |  1.6144667776099615 |  1.6499979963066116 |     1 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  747 | 3.8461538461538463 |  1.3445044840729643 |           4.0 |          1 |          5 |           13 |            4 |  1.3778195080390327 |   209.6153846153846 |  148.65538361231012 |     1.0287616087188511 |  1.1148475747486697 |   1.352268952438961 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  748 | 3.1538461538461537 |  0.8237544710479138 |           3.0 |          1 |          5 |          169 |            4 |   1.211591307630992 |   381.1242603550296 |  179.42308987903795 |    -0.3097637119055167 |   0.687475325550323 |   0.595873189928536 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  749 |  3.763888888888889 |  0.8106469065804217 |           4.0 |          1 |          5 |          144 |            4 |  1.1612959260646525 |  354.86805555555554 |  177.47436519420998 |    0.38933457100060676 |  0.9202938464576662 |  0.8147110401711575 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  750 |  3.561224489795918 |  0.6896334979218474 |           4.0 |          2 |          5 |           98 |            3 |  1.0139834324386188 |    371.265306122449 |  187.10146930169682 |    0.22503466053365861 |  0.8142902739378334 |  0.6811555069175816 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  751 |  4.064516129032258 |  0.8138584590688048 |           4.0 |          2 |          5 |           31 |            3 |  1.0913491634494732 |   377.2903225806452 |  177.64181068438197 |     0.5657799272854428 |  0.6413994212770647 |  0.7581616633142274 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  752 |               4.72 |   0.458257569495584 |           5.0 |          4 |          5 |           25 |            1 |  0.5929533174474745 |              520.52 |  180.31179477042903 |     0.9058541764408073 | 0.39671491913391904 |  0.9058541764408073 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  753 | 3.4384787472035794 |   0.852401205495549 |           4.0 |          0 |          5 |          447 |            5 |  1.2046615898614026 |   282.3042505592841 |  158.90589074020218 |     0.1541020474768208 |  0.6835107461314938 |   0.550350801639777 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  754 |  3.988826815642458 |  0.9714394903038612 |           4.0 |          1 |          5 |          179 |            4 |  1.2558264429763775 |   294.6145251396648 |  186.99132351190494 |     0.8554965716141966 |  0.8623003519943364 |  1.0761063021424186 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  755 |  2.593220338983051 |  2.1665055613049784 |           4.0 |          0 |          5 |           59 |            5 |  1.4293573091611003 |    348.864406779661 |  192.54837794489725 |    -0.7011584748310853 |  2.2731307365181945 |  2.0535728042884682 |     0 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  756 | 2.9545454545454546 |  1.8381479480139455 |           3.5 |          0 |          5 |           22 |            5 |  1.7241537562368747 |  385.90909090909093 |  210.77812958990768 |    -0.8186660556865077 |  1.8820586672984552 |  1.6235632836654526 |     1 |
|------|--------------------|---------------------|---------------|------------|------------|--------------|--------------|---------------------|---------------------|---------------------|------------------------|---------------------|---------------------|-------|
|  757 | 2.9827586206896552 |   1.561503765890205 |           3.0 |          0 |          5 |           58 |            5 |  1.6728997973610764 |  337.48275862068965 |  184.96241831449908 |   -0.40598098782995734 |   1.358351330887002 |  1.0922413045904296 |     0 |
